Isolates,Prediction,Observation,Antibiotic
11791_7#66,S,S,CXM
11791_7#67,R,R,CXM
11791_7#68,S,S,CXM
11791_7#69,S,S,CXM
11791_7#6,R,R,CXM
11791_7#70,S,S,CXM
11791_7#7,R,R,CXM
11791_7#9,S,S,CXM
11893_8#71,S,S,CXM
12045_3#57,S,S,CXM
12045_3#58,R,R,CXM
12045_3#59,R,R,CXM
12045_3#60,S,S,CXM
12045_3#61,S,S,CXM
12045_3#62,S,S,CXM
12045_3#63,S,S,CXM
12045_3#64,S,S,CXM
12045_3#65,S,S,CXM
12045_3#66,S,S,CXM
12045_3#67,S,S,CXM
18090_6#33,R,R,CXM
18090_6#34,R,R,CXM
18090_6#35,R,R,CXM
18090_6#36,R,R,CXM
18090_6#37,R,R,CXM
18090_6#38,R,R,CXM
18090_6#39,R,R,CXM
18090_6#40,R,R,CXM
18090_6#41,R,R,CXM
18090_6#42,R,R,CXM
18090_6#43,R,R,CXM
18090_6#44,R,R,CXM
18090_6#45,R,R,CXM
18090_6#46,R,R,CXM
18090_6#47,R,R,CXM
18090_6#48,R,R,CXM
18090_6#49,R,R,CXM
18090_6#50,R,R,CXM
18090_6#51,R,R,CXM
18090_6#52,R,R,CXM
18090_6#53,R,R,CXM
18090_6#54,R,R,CXM
18090_6#55,R,R,CXM
18090_6#56,R,R,CXM
18090_6#57,R,R,CXM
18090_6#58,R,R,CXM
18090_6#59,R,R,CXM
18090_6#60,R,R,CXM
18090_6#61,R,R,CXM
18090_6#62,R,R,CXM
18090_6#63,R,R,CXM
18090_6#80,R,R,CXM
18090_6#81,R,R,CXM
18090_6#82,R,R,CXM
18090_6#83,R,R,CXM
18090_6#84,R,R,CXM
18090_6#85,R,R,CXM
18090_6#86,R,R,CXM
18090_6#87,R,R,CXM
18090_6#88,R,R,CXM
18090_6#89,R,R,CXM
18090_6#90,R,R,CXM
18090_6#91,R,R,CXM
18090_6#92,R,R,CXM
18090_6#93,R,R,CXM
18090_6#94,R,R,CXM
18090_6#95,R,R,CXM
18090_7#10,R,R,CXM
18090_7#11,R,R,CXM
18090_7#12,R,R,CXM
18090_7#13,R,R,CXM
18090_7#14,R,R,CXM
18090_7#15,R,R,CXM
18090_7#16,R,R,CXM
18090_7#17,R,R,CXM
18090_7#18,R,R,CXM
18090_7#19,R,R,CXM
18090_7#1,R,R,CXM
18090_7#20,R,R,CXM
18090_7#21,R,R,CXM
18090_7#22,R,R,CXM
18090_7#23,R,R,CXM
18090_7#24,R,R,CXM
18090_7#25,R,R,CXM
18090_7#26,R,R,CXM
18090_7#27,R,R,CXM
18090_7#28,R,R,CXM
18090_7#29,R,R,CXM
18090_7#2,R,R,CXM
18090_7#30,R,R,CXM
18090_7#31,R,R,CXM
18090_7#32,R,R,CXM
18090_7#33,R,R,CXM
18090_7#34,R,R,CXM
18090_7#35,R,R,CXM
18090_7#36,R,R,CXM
18090_7#37,R,R,CXM
18090_7#38,R,R,CXM
18090_7#39,R,R,CXM
18090_7#3,R,R,CXM
18090_7#40,R,R,CXM
18090_7#41,R,R,CXM
18090_7#43,R,R,CXM
18090_7#44,R,R,CXM
18090_7#45,R,R,CXM
18090_7#46,R,R,CXM
18090_7#47,R,R,CXM
18090_7#48,R,R,CXM
18090_7#49,R,R,CXM
18090_7#4,R,R,CXM
18090_7#50,R,R,CXM
18090_7#51,R,R,CXM
18090_7#52,R,R,CXM
18090_7#53,R,R,CXM
18090_7#54,R,R,CXM
18090_7#55,R,R,CXM
18090_7#56,R,R,CXM
18090_7#57,R,R,CXM
18090_7#58,R,R,CXM
18090_7#59,R,R,CXM
18090_7#5,R,R,CXM
18090_7#60,R,R,CXM
18090_7#62,R,R,CXM
18090_7#63,R,R,CXM
18090_7#64,R,R,CXM
18090_7#65,R,R,CXM
18090_7#66,R,R,CXM
18090_7#67,R,R,CXM
18090_7#68,R,R,CXM
18090_7#69,R,R,CXM
18090_7#6,R,R,CXM
18090_7#70,R,R,CXM
18090_7#71,R,R,CXM
18090_7#72,R,R,CXM
18090_7#73,R,R,CXM
18090_7#74,R,R,CXM
18090_7#75,R,R,CXM
18090_7#76,R,R,CXM
18090_7#77,R,R,CXM
18090_7#78,R,R,CXM
18090_7#79,R,R,CXM
18090_7#7,R,R,CXM
18090_7#80,R,R,CXM
18090_7#81,R,R,CXM
18090_7#82,R,R,CXM
18090_7#83,R,R,CXM
18090_7#84,R,R,CXM
18090_7#85,R,R,CXM
18090_7#86,R,R,CXM
18090_7#87,R,R,CXM
18090_7#88,R,R,CXM
18090_7#89,R,R,CXM
18090_7#8,R,R,CXM
18090_7#90,R,R,CXM
18090_7#91,R,R,CXM
18090_7#92,R,R,CXM
18090_7#93,R,R,CXM
18090_7#94,R,R,CXM
18090_7#9,R,R,CXM
18090_8#10,R,R,CXM
18090_8#11,R,R,CXM
18090_8#12,R,R,CXM
18090_8#13,R,R,CXM
18090_8#14,R,R,CXM
18090_8#15,R,R,CXM
18090_8#16,R,R,CXM
18090_8#17,R,R,CXM
18090_8#18,R,R,CXM
18090_8#19,R,R,CXM
18090_8#1,R,R,CXM
18090_8#20,R,R,CXM
18090_8#21,R,R,CXM
18090_8#22,R,R,CXM
18090_8#23,R,R,CXM
18090_8#24,R,R,CXM
18090_8#25,R,R,CXM
18090_8#26,R,R,CXM
18090_8#27,R,R,CXM
18090_8#28,R,R,CXM
18090_8#29,R,R,CXM
18090_8#2,R,R,CXM
18090_8#30,R,R,CXM
18090_8#31,R,R,CXM
18090_8#33,R,R,CXM
18090_8#3,R,R,CXM
18090_8#46,S,S,CXM
18090_8#4,R,R,CXM
18090_8#5,R,R,CXM
18090_8#6,R,R,CXM
18090_8#7,R,R,CXM
18090_8#84,R,R,CXM
18090_8#8,R,R,CXM
24742_1#11,S,R,CXM
24742_1#12,S,S,CXM
24742_1#134,S,S,CXM
24742_1#13,S,S,CXM
24742_1#140,R,R,CXM
24742_1#145,S,S,CXM
24742_1#148,S,S,CXM
24742_1#14,R,R,CXM
24742_1#156,R,R,CXM
24742_1#157,R,R,CXM
24742_1#159,S,S,CXM
24742_1#15,S,S,CXM
24742_1#164,S,S,CXM
24742_1#165,S,S,CXM
24742_1#166,S,S,CXM
24742_1#168,R,R,CXM
24742_1#16,S,S,CXM
24742_1#170,S,S,CXM
24742_1#171,S,S,CXM
24742_1#172,S,S,CXM
24742_1#173,R,R,CXM
24742_1#174,S,S,CXM
24742_1#175,S,S,CXM
24742_1#176,S,S,CXM
24742_1#177,S,S,CXM
24742_1#178,R,R,CXM
24742_1#179,R,R,CXM
24742_1#17,S,S,CXM
24742_1#180,R,R,CXM
24742_1#181,S,S,CXM
24742_1#182,S,S,CXM
24742_1#183,R,R,CXM
24742_1#184,S,S,CXM
24742_1#185,R,R,CXM
24742_1#186,S,S,CXM
24742_1#187,S,S,CXM
24742_1#188,R,R,CXM
24742_1#189,S,S,CXM
24742_1#18,S,S,CXM
24742_1#190,S,S,CXM
24742_1#191,R,R,CXM
24742_1#192,S,S,CXM
24742_1#193,S,S,CXM
24742_1#194,R,R,CXM
24742_1#195,S,S,CXM
24742_1#196,R,R,CXM
24742_1#197,S,S,CXM
24742_1#198,S,S,CXM
24742_1#199,S,S,CXM
24742_1#19,S,S,CXM
24742_1#1,R,R,CXM
24742_1#200,S,S,CXM
24742_1#201,S,S,CXM
24742_1#205,R,R,CXM
24742_1#207,R,R,CXM
24742_1#208,R,R,CXM
24742_1#209,R,R,CXM
24742_1#20,S,S,CXM
24742_1#210,R,R,CXM
24742_1#211,R,R,CXM
24742_1#212,R,R,CXM
24742_1#213,R,R,CXM
24742_1#214,R,R,CXM
24742_1#215,R,R,CXM
24742_1#216,R,R,CXM
24742_1#217,R,R,CXM
24742_1#218,R,R,CXM
24742_1#219,S,S,CXM
24742_1#21,S,S,CXM
24742_1#220,R,R,CXM
24742_1#221,R,R,CXM
24742_1#222,R,R,CXM
24742_1#223,R,R,CXM
24742_1#224,R,R,CXM
24742_1#225,R,R,CXM
24742_1#226,R,R,CXM
24742_1#227,R,R,CXM
24742_1#228,R,R,CXM
24742_1#229,R,R,CXM
24742_1#230,R,R,CXM
24742_1#231,R,R,CXM
24742_1#232,R,R,CXM
24742_1#233,R,R,CXM
24742_1#234,R,R,CXM
24742_1#235,R,R,CXM
24742_1#236,R,R,CXM
24742_1#237,R,R,CXM
24742_1#238,R,R,CXM
24742_1#239,R,R,CXM
24742_1#240,R,R,CXM
24742_1#241,R,R,CXM
24742_1#242,R,R,CXM
24742_1#243,R,R,CXM
24742_1#244,R,R,CXM
24742_1#245,R,R,CXM
24742_1#246,R,R,CXM
24742_1#248,R,S,CXM
24742_1#249,S,S,CXM
24742_1#251,S,S,CXM
24742_1#252,S,S,CXM
24742_1#253,S,S,CXM
24742_1#255,S,S,CXM
24742_1#256,R,R,CXM
24742_1#258,S,S,CXM
24742_1#259,S,S,CXM
24742_1#260,S,S,CXM
24742_1#261,S,S,CXM
24742_1#262,S,S,CXM
24742_1#263,S,S,CXM
24742_1#264,S,S,CXM
24742_1#265,S,S,CXM
24742_1#266,S,S,CXM
24742_1#268,R,R,CXM
24742_1#269,R,R,CXM
24742_1#270,R,R,CXM
24742_1#271,R,R,CXM
24742_1#272,R,R,CXM
24742_1#273,R,R,CXM
24742_1#274,R,R,CXM
24742_1#275,R,R,CXM
24742_1#276,R,R,CXM
24742_1#277,S,S,CXM
24742_1#278,S,S,CXM
24742_1#279,R,R,CXM
24742_1#280,R,R,CXM
24742_1#281,S,S,CXM
24742_1#282,S,S,CXM
24742_1#283,S,S,CXM
24742_1#285,S,S,CXM
24742_1#286,S,S,CXM
24742_1#287,S,S,CXM
24742_1#288,S,S,CXM
24742_1#289,S,S,CXM
24742_1#290,S,S,CXM
24742_1#291,S,S,CXM
24742_1#292,S,S,CXM
24742_1#294,S,S,CXM
24742_1#2,R,R,CXM
24742_1#300,R,R,CXM
24742_1#301,R,R,CXM
24742_1#302,R,R,CXM
24742_1#303,R,R,CXM
24742_1#304,R,R,CXM
24742_1#320,S,S,CXM
24742_1#322,S,S,CXM
24742_1#327,S,S,CXM
24742_1#328,R,R,CXM
24742_1#332,R,R,CXM
24742_1#333,S,S,CXM
24742_1#334,S,S,CXM
24742_1#335,S,S,CXM
24742_1#336,R,R,CXM
24742_1#339,R,R,CXM
24742_1#341,S,S,CXM
24742_1#342,S,S,CXM
24742_1#343,R,R,CXM
24742_1#345,S,R,CXM
24742_1#347,S,S,CXM
24742_1#348,S,S,CXM
24742_1#350,S,S,CXM
24742_1#352,R,R,CXM
24742_1#353,R,R,CXM
24742_1#354,R,R,CXM
24742_1#355,R,R,CXM
24742_1#356,R,R,CXM
24742_1#357,S,R,CXM
24742_1#358,R,R,CXM
24742_1#360,R,R,CXM
24742_1#361,R,R,CXM
24742_1#362,R,R,CXM
24742_1#363,R,R,CXM
24742_1#364,R,R,CXM
24742_1#365,R,R,CXM
24742_1#366,R,R,CXM
24742_1#367,S,S,CXM
24742_1#368,S,S,CXM
24742_1#369,S,S,CXM
24742_1#370,S,S,CXM
24742_1#372,S,S,CXM
24742_1#373,S,S,CXM
24742_1#374,S,S,CXM
24742_1#375,S,S,CXM
24742_1#376,S,S,CXM
24742_1#377,S,S,CXM
24742_1#378,S,S,CXM
24742_1#379,S,S,CXM
24742_1#381,S,S,CXM
24742_1#382,S,S,CXM
24742_1#3,R,R,CXM
24742_1#4,R,R,CXM
24742_1#57,R,R,CXM
24742_1#58,R,R,CXM
24742_1#5,R,R,CXM
24742_1#6,S,R,CXM
24742_1#7,R,R,CXM
24742_1#8,R,R,CXM
24742_1#9,S,S,CXM
11657_5#10,S,R,CET
11657_5#11,R,R,CET
11657_5#12,S,S,CET
11657_5#13,R,R,CET
11657_5#14,S,S,CET
11657_5#15,S,S,CET
11657_5#16,R,R,CET
11657_5#17,S,S,CET
11657_5#18,R,R,CET
11657_5#19,S,S,CET
11657_5#1,R,R,CET
11657_5#20,R,R,CET
11657_5#21,R,R,CET
11657_5#22,R,R,CET
11657_5#23,S,S,CET
11657_5#24,R,R,CET
11657_5#28,R,R,CET
11657_5#2,S,S,CET
11657_5#3,R,R,CET
11657_5#4,S,S,CET
11657_5#5,R,R,CET
11657_5#6,R,R,CET
11657_5#7,S,S,CET
11657_5#8,R,R,CET
11657_5#9,S,S,CET
11657_6#10,S,S,CET
11657_6#11,R,R,CET
11657_6#12,S,S,CET
11657_6#13,S,S,CET
11657_6#14,R,R,CET
11657_6#15,R,R,CET
11657_6#16,R,R,CET
11657_6#17,S,S,CET
11657_6#18,R,R,CET
11657_6#19,R,R,CET
11657_6#1,S,R,CET
11657_6#20,R,R,CET
11657_6#21,S,S,CET
11657_6#22,S,S,CET
11657_6#23,R,R,CET
11657_6#24,R,S,CET
11657_6#2,S,S,CET
11657_6#3,R,R,CET
11657_6#4,S,S,CET
11657_6#5,S,S,CET
11657_6#6,S,S,CET
11657_6#7,R,R,CET
11657_6#8,S,S,CET
11657_6#9,R,R,CET
11657_7#10,R,R,CET
11657_7#11,S,S,CET
11657_7#12,R,R,CET
11657_7#13,S,S,CET
11657_7#14,R,R,CET
11657_7#15,S,S,CET
11657_7#16,S,S,CET
11657_7#17,R,R,CET
11657_7#18,R,R,CET
11657_7#19,S,S,CET
11657_7#1,R,R,CET
11657_7#20,S,R,CET
11657_7#21,R,R,CET
11657_7#22,R,R,CET
11657_7#23,R,R,CET
11657_7#24,R,R,CET
11657_7#2,S,R,CET
11657_7#30,S,S,CET
11657_7#3,R,R,CET
11657_7#4,S,S,CET
11657_7#5,R,R,CET
11657_7#6,S,S,CET
11657_7#7,R,R,CET
11657_7#8,S,S,CET
11657_7#9,S,S,CET
11658_3#10,R,R,CET
11658_3#11,R,S,CET
11658_3#12,S,S,CET
11658_3#13,R,R,CET
11658_3#14,S,S,CET
11658_3#1,S,S,CET
11658_3#2,R,R,CET
11658_3#3,S,S,CET
11658_3#4,S,S,CET
11658_3#5,R,R,CET
11658_3#6,S,S,CET
11658_3#7,S,S,CET
11658_3#86,R,R,CET
11658_3#8,R,R,CET
11658_3#90,S,S,CET
11658_3#91,S,S,CET
11658_3#9,S,S,CET
11658_4#10,S,S,CET
11658_4#11,R,R,CET
11658_4#12,R,R,CET
11658_4#13,R,R,CET
11658_4#14,S,S,CET
11658_4#15,S,S,CET
11658_4#16,S,S,CET
11658_4#17,S,S,CET
11658_4#18,R,R,CET
11658_4#19,S,R,CET
11658_4#1,R,R,CET
11658_4#20,S,S,CET
11658_4#21,R,R,CET
11658_4#22,S,S,CET
11658_4#23,R,R,CET
11658_4#24,S,S,CET
11658_4#25,R,R,CET
11658_4#28,R,R,CET
11658_4#2,S,S,CET
11658_4#3,R,R,CET
11658_4#4,S,S,CET
11658_4#5,R,R,CET
11658_4#6,R,R,CET
11658_4#7,R,R,CET
11658_4#8,R,R,CET
11658_4#9,R,R,CET
11658_5#10,R,R,CET
11658_5#11,R,R,CET
11658_5#12,R,R,CET
11658_5#13,S,S,CET
11658_5#14,R,R,CET
11658_5#15,S,S,CET
11658_5#16,R,R,CET
11658_5#17,S,S,CET
11658_5#18,S,S,CET
11658_5#19,R,R,CET
11658_5#1,R,R,CET
11658_5#20,S,S,CET
11658_5#21,S,S,CET
11658_5#22,R,R,CET
11658_5#23,S,S,CET
11658_5#25,S,S,CET
11658_5#26,R,R,CET
11658_5#27,R,R,CET
11658_5#28,R,R,CET
11658_5#29,R,R,CET
11658_5#2,R,R,CET
11658_5#30,R,R,CET
11658_5#31,S,S,CET
11658_5#32,R,S,CET
11658_5#33,R,R,CET
11658_5#34,S,S,CET
11658_5#35,S,S,CET
11658_5#36,R,R,CET
11658_5#37,R,R,CET
11658_5#38,R,R,CET
11658_5#3,R,R,CET
11658_5#40,S,S,CET
11658_5#41,R,R,CET
11658_5#42,R,R,CET
11658_5#43,S,S,CET
11658_5#44,R,R,CET
11658_5#45,R,R,CET
11658_5#46,S,S,CET
11658_5#47,S,S,CET
11658_5#49,S,S,CET
11658_5#4,R,R,CET
11658_5#50,R,R,CET
11658_5#51,S,S,CET
11658_5#52,S,R,CET
11658_5#53,R,R,CET
11658_5#54,S,S,CET
11658_5#55,S,S,CET
11658_5#56,S,S,CET
11658_5#57,R,R,CET
11658_5#5,R,R,CET
11658_5#6,S,S,CET
11658_5#7,S,S,CET
11658_5#8,S,S,CET
11658_5#9,R,R,CET
11658_6#10,R,R,CET
11658_6#11,S,S,CET
11658_6#12,S,S,CET
11658_6#13,R,R,CET
11658_6#14,R,S,CET
11658_6#15,R,R,CET
11658_6#16,R,R,CET
11658_6#17,S,S,CET
11658_6#18,S,S,CET
11658_6#19,S,S,CET
11658_6#1,S,S,CET
11658_6#20,S,S,CET
11658_6#21,S,S,CET
11658_6#22,R,R,CET
11658_6#23,R,R,CET
11658_6#24,R,R,CET
11658_6#25,R,R,CET
11658_6#26,S,S,CET
11658_6#27,S,S,CET
11658_6#28,S,S,CET
11658_6#29,R,R,CET
11658_6#2,S,S,CET
11658_6#30,S,S,CET
11658_6#31,S,S,CET
11658_6#32,S,S,CET
11658_6#33,S,S,CET
11658_6#34,S,S,CET
11658_6#35,S,S,CET
11658_6#36,R,R,CET
11658_6#37,S,R,CET
11658_6#38,R,R,CET
11658_6#39,R,R,CET
11658_6#3,S,S,CET
11658_6#40,S,S,CET
11658_6#41,R,R,CET
11658_6#42,R,R,CET
11658_6#44,R,R,CET
11658_6#45,S,S,CET
11658_6#47,R,R,CET
11658_6#48,S,S,CET
11658_6#49,R,R,CET
11658_6#4,R,R,CET
11658_6#50,S,S,CET
11658_6#51,R,R,CET
11658_6#52,R,S,CET
11658_6#53,R,R,CET
11658_6#54,R,R,CET
11658_6#55,S,S,CET
11658_6#56,S,S,CET
11658_6#57,S,S,CET
11658_6#5,S,S,CET
11658_6#6,R,R,CET
11658_6#7,R,R,CET
11658_6#8,R,R,CET
11658_6#9,R,R,CET
11658_7#10,R,R,CET
11658_7#11,R,R,CET
11658_7#13,R,R,CET
11658_7#14,R,R,CET
11658_7#15,R,R,CET
11658_7#16,R,R,CET
11658_7#17,R,R,CET
11658_7#18,S,S,CET
11658_7#19,S,S,CET
11658_7#1,S,R,CET
11658_7#20,R,R,CET
11658_7#21,S,S,CET
11658_7#22,S,S,CET
11658_7#23,R,R,CET
11658_7#24,R,S,CET
11658_7#25,S,S,CET
11658_7#26,R,R,CET
11658_7#27,R,R,CET
11658_7#28,S,S,CET
11658_7#29,S,R,CET
11658_7#2,R,R,CET
11658_7#30,R,R,CET
11658_7#31,R,R,CET
11658_7#32,S,S,CET
11658_7#33,R,R,CET
11658_7#34,S,S,CET
11658_7#35,R,R,CET
11658_7#36,S,S,CET
11658_7#3,R,R,CET
11658_7#40,S,S,CET
11658_7#4,R,R,CET
11658_7#5,S,S,CET
11658_7#6,S,S,CET
11658_7#7,R,R,CET
11658_7#8,R,R,CET
11658_7#9,S,S,CET
11658_8#24,S,S,CET
11658_8#25,R,R,CET
11658_8#26,S,S,CET
11658_8#27,R,R,CET
11658_8#28,S,S,CET
11658_8#29,S,S,CET
11658_8#30,R,R,CET
11658_8#31,S,S,CET
11658_8#32,R,R,CET
11658_8#33,R,R,CET
11658_8#34,S,S,CET
11658_8#35,S,S,CET
11658_8#36,R,R,CET
11658_8#37,S,S,CET
11658_8#38,R,R,CET
11658_8#39,S,S,CET
11658_8#40,S,S,CET
11658_8#41,S,S,CET
11658_8#42,R,S,CET
11658_8#43,S,S,CET
11658_8#44,S,S,CET
11658_8#45,R,R,CET
11658_8#46,S,S,CET
11658_8#47,S,R,CET
11658_8#48,S,S,CET
11658_8#49,R,R,CET
11658_8#50,S,S,CET
11658_8#51,R,R,CET
11658_8#52,R,R,CET
11658_8#53,R,R,CET
11658_8#54,S,S,CET
11658_8#55,R,R,CET
11658_8#56,S,S,CET
11658_8#57,S,R,CET
11679_4#10,R,R,CET
11679_4#11,S,S,CET
11679_4#12,S,S,CET
11679_4#13,R,R,CET
11679_4#14,S,S,CET
11679_4#15,S,S,CET
11679_4#16,S,S,CET
11679_4#1,R,R,CET
11679_4#2,S,S,CET
11679_4#3,S,S,CET
11679_4#4,R,R,CET
11679_4#5,R,R,CET
11679_4#6,S,S,CET
11679_4#7,S,S,CET
11679_4#8,R,R,CET
11679_4#9,R,R,CET
11679_5#10,R,R,CET
11679_5#11,R,R,CET
11679_5#12,R,R,CET
11679_5#13,S,R,CET
11679_5#1,S,S,CET
11679_5#2,R,R,CET
11679_5#3,S,S,CET
11679_5#4,S,S,CET
11679_5#5,R,R,CET
11679_5#6,R,R,CET
11679_5#7,S,S,CET
11679_5#8,R,R,CET
11679_5#9,S,S,CET
11679_6#10,S,R,CET
11679_6#11,R,R,CET
11679_6#12,R,R,CET
11679_6#13,R,R,CET
11679_6#14,S,S,CET
11679_6#15,R,R,CET
11679_6#1,R,R,CET
11679_6#2,R,R,CET
11679_6#3,S,S,CET
11679_6#4,S,S,CET
11679_6#5,R,R,CET
11679_6#7,R,R,CET
11679_6#8,S,S,CET
11679_6#90,S,S,CET
11679_6#9,R,R,CET
11679_7#10,R,R,CET
11679_7#11,S,S,CET
11679_7#12,R,R,CET
11679_7#13,S,S,CET
11679_7#1,S,S,CET
11679_7#20,R,R,CET
11679_7#2,S,S,CET
11679_7#4,R,R,CET
11679_7#5,R,R,CET
11679_7#6,S,S,CET
11679_7#8,R,R,CET
11679_7#9,R,R,CET
11679_8#10,S,S,CET
11679_8#11,R,R,CET
11679_8#1,R,R,CET
11679_8#2,R,S,CET
11679_8#3,R,R,CET
11679_8#4,S,S,CET
11679_8#5,R,R,CET
11679_8#6,R,R,CET
11679_8#7,S,S,CET
11679_8#8,S,S,CET
11679_8#9,R,R,CET
11791_3#1,R,R,CET
11791_3#2,S,S,CET
11791_3#3,R,R,CET
11791_3#4,R,R,CET
11791_3#5,S,S,CET
11791_3#68,R,R,CET
11791_3#69,R,R,CET
11791_6#10,R,S,CET
11791_6#11,S,S,CET
11791_6#1,R,R,CET
11791_6#2,R,R,CET
11791_6#3,S,S,CET
11791_6#4,S,S,CET
11791_6#5,R,R,CET
11791_6#6,S,S,CET
11791_6#7,R,R,CET
11791_6#9,R,R,CET
11791_7#10,R,R,CET
11791_7#11,S,S,CET
11791_7#12,S,S,CET
11791_7#13,R,R,CET
11791_7#14,S,S,CET
11791_7#15,S,S,CET
11791_7#16,S,S,CET
11791_7#17,R,R,CET
11791_7#18,S,S,CET
11791_7#19,S,S,CET
11791_7#1,R,R,CET
11791_7#20,S,S,CET
11791_7#21,R,R,CET
11791_7#22,S,S,CET
11791_7#23,S,S,CET
11791_7#24,S,S,CET
11791_7#25,S,S,CET
11791_7#26,R,R,CET
11791_7#27,R,R,CET
11791_7#28,R,R,CET
11791_7#29,S,S,CET
11791_7#2,R,R,CET
11791_7#30,R,R,CET
11791_7#32,S,S,CET
11791_7#33,R,R,CET
11791_7#34,S,R,CET
11791_7#35,S,S,CET
11791_7#36,R,R,CET
11791_7#3,S,S,CET
11791_7#4,S,S,CET
11791_7#5,R,R,CET
11791_7#6,R,R,CET
11791_7#7,R,R,CET
11791_7#9,R,R,CET
18090_6#33,R,R,CET
18090_6#34,R,R,CET
18090_6#35,R,R,CET
18090_6#36,R,R,CET
18090_6#37,R,R,CET
18090_6#38,R,R,CET
18090_6#39,R,R,CET
18090_6#40,R,R,CET
18090_6#41,R,R,CET
18090_6#42,R,R,CET
18090_6#43,R,R,CET
18090_6#44,R,R,CET
18090_6#45,R,R,CET
18090_6#46,R,R,CET
18090_6#47,R,R,CET
18090_6#48,R,R,CET
18090_6#49,R,R,CET
18090_6#50,R,R,CET
18090_6#51,R,R,CET
18090_6#52,R,R,CET
18090_6#53,R,R,CET
18090_6#54,R,R,CET
18090_6#55,R,R,CET
18090_6#56,R,R,CET
18090_6#57,R,R,CET
18090_6#58,R,R,CET
18090_6#59,R,R,CET
18090_6#60,R,R,CET
18090_6#61,R,R,CET
18090_6#62,R,R,CET
18090_6#63,R,R,CET
18090_6#80,R,R,CET
18090_6#81,R,R,CET
18090_6#82,R,R,CET
18090_6#83,R,R,CET
18090_6#84,R,R,CET
18090_6#85,R,R,CET
18090_6#86,R,R,CET
18090_6#87,R,R,CET
18090_6#88,R,R,CET
18090_6#89,R,R,CET
18090_6#90,R,R,CET
18090_6#91,R,R,CET
18090_6#92,R,R,CET
18090_6#93,R,R,CET
18090_6#94,R,R,CET
18090_6#95,R,R,CET
18090_7#10,R,R,CET
18090_7#11,R,R,CET
18090_7#12,R,R,CET
18090_7#13,R,R,CET
18090_7#14,R,R,CET
18090_7#15,R,R,CET
18090_7#16,R,R,CET
18090_7#17,R,R,CET
18090_7#18,R,R,CET
18090_7#19,R,R,CET
18090_7#1,R,R,CET
18090_7#20,R,R,CET
18090_7#21,R,R,CET
18090_7#22,R,R,CET
18090_7#23,R,R,CET
18090_7#24,R,R,CET
18090_7#25,R,R,CET
18090_7#26,R,R,CET
18090_7#27,R,R,CET
18090_7#28,R,R,CET
18090_7#29,R,R,CET
18090_7#2,R,R,CET
18090_7#30,R,R,CET
18090_7#31,R,R,CET
18090_7#32,R,R,CET
18090_7#33,R,R,CET
18090_7#34,R,R,CET
18090_7#35,R,R,CET
18090_7#36,R,R,CET
18090_7#37,R,R,CET
18090_7#38,R,R,CET
18090_7#39,R,R,CET
18090_7#3,R,R,CET
18090_7#40,R,R,CET
18090_7#41,R,R,CET
18090_7#43,R,R,CET
18090_7#44,R,R,CET
18090_7#45,R,R,CET
18090_7#46,R,R,CET
18090_7#47,R,R,CET
18090_7#48,R,R,CET
18090_7#49,R,R,CET
18090_7#4,R,R,CET
18090_7#50,R,R,CET
18090_7#51,R,R,CET
18090_7#52,R,R,CET
18090_7#53,R,R,CET
18090_7#54,R,R,CET
18090_7#55,R,R,CET
18090_7#56,R,R,CET
18090_7#57,R,R,CET
18090_7#58,R,R,CET
18090_7#59,R,R,CET
18090_7#5,R,R,CET
18090_7#60,R,R,CET
18090_7#62,R,R,CET
18090_7#63,R,R,CET
18090_7#64,R,R,CET
18090_7#65,R,R,CET
18090_7#66,R,R,CET
18090_7#67,R,R,CET
18090_7#68,R,R,CET
18090_7#69,R,R,CET
18090_7#6,R,R,CET
18090_7#70,R,R,CET
18090_7#71,R,R,CET
18090_7#72,R,R,CET
18090_7#73,R,R,CET
18090_7#74,R,R,CET
18090_7#75,R,R,CET
18090_7#76,R,R,CET
18090_7#77,R,R,CET
18090_7#78,R,R,CET
18090_7#79,R,R,CET
18090_7#7,R,R,CET
18090_7#80,R,R,CET
18090_7#81,R,R,CET
18090_7#82,R,R,CET
18090_7#83,R,R,CET
18090_7#84,R,R,CET
18090_7#85,R,R,CET
18090_7#86,R,R,CET
18090_7#87,R,R,CET
18090_7#88,R,R,CET
18090_7#89,R,R,CET
18090_7#8,R,R,CET
18090_7#90,R,R,CET
18090_7#91,R,R,CET
18090_7#92,R,R,CET
18090_7#93,R,R,CET
18090_7#94,R,R,CET
18090_7#9,R,R,CET
18090_8#10,R,R,CET
18090_8#11,R,R,CET
18090_8#12,R,R,CET
18090_8#13,R,R,CET
18090_8#14,R,R,CET
18090_8#15,R,R,CET
18090_8#16,R,R,CET
18090_8#17,R,R,CET
18090_8#18,R,R,CET
18090_8#19,R,R,CET
18090_8#1,R,R,CET
18090_8#20,R,R,CET
18090_8#21,R,R,CET
18090_8#22,R,R,CET
18090_8#23,R,R,CET
18090_8#24,R,R,CET
18090_8#25,R,R,CET
18090_8#26,R,R,CET
18090_8#27,R,R,CET
18090_8#28,R,R,CET
18090_8#29,R,R,CET
18090_8#2,R,R,CET
18090_8#30,R,R,CET
18090_8#31,R,R,CET
18090_8#33,R,R,CET
18090_8#3,R,R,CET
18090_8#46,R,R,CET
18090_8#4,R,R,CET
